,DEX_CONTRATO,Underlying_name,am_eu_type,Underlying Code,Tipo,Comprada,Contratos,Sentido,Strike,Px_ejecucion,Multiplicador,Divisa,Bid,Ask,Vencimiento,todays_date,Spot_Price
2499,ODAX13300L1,DAX,Europea,OD,Call,0,0,0,13300,0,5,EUR,"2447,2","2269,3",2021-12-17,2021-04-16,3800
2500,ODAX13350L1,DAX,Europea,OD,Call,0,0,0,13350,0,5,EUR,"2404,1","2227,1",2021-12-17,2021-04-16,3800
2501,ODAX13350X1,DAX,Europea,OD,Put,0,0,0,13350,0,5,EUR,"315,4","344,3",2021-12-17,2021-04-16,3800
2502,ODAX13400L1,DAX,Europea,OD,Call,0,0,0,13400,0,5,EUR,"2361,4","2185,1",2021-12-17,2021-04-16,3800
2503,ODAX13400X1,DAX,Europea,OD,Put,0,0,0,13400,0,5,EUR,"322,9","352,6",2021-12-17,2021-04-16,3800
2504,ODAX13450X1,DAX,Europea,OD,Put,0,0,0,13450,0,5,EUR,"330,4","360,8",2021-12-17,2021-04-16,3800
2505,ODAX13450L1,DAX,Europea,OD,Call,0,0,0,13450,0,5,EUR,"2318,7","2143,2",2021-12-17,2021-04-16,3800
2506,ODAX13500L1,DAX,Europea,OD,Call,0,0,0,13500,0,5,EUR,"2276,4","2101,6",2021-12-17,2021-04-16,3800
2507,ODAX13500X1,DAX,Europea,OD,Put,0,0,0,13500,0,5,EUR,"338,3","369,4",2021-12-17,2021-04-16,3800
2508,ODAX13600L1,DAX,Europea,OD,Call,0,0,0,13600,0,5,EUR,2192,"2019,1",2021-12-17,2021-04-16,3800
2509,ODAX13600X1,DAX,Europea,OD,Put,0,0,0,13600,0,5,EUR,"354,3","387,4",2021-12-17,2021-04-16,3800
2510,ODAX13700L1,DAX,Europea,OD,Call,0,0,0,13700,0,5,EUR,"2108,7","1937,3",2021-12-17,2021-04-16,3800
2511,ODAX13700X1,DAX,Europea,OD,Put,0,0,0,13700,0,5,EUR,"371,3",406,2021-12-17,2021-04-16,3800
2512,ODAX13800X1,DAX,Europea,OD,Put,0,0,0,13800,0,5,EUR,"389,1","425,6",2021-12-17,2021-04-16,3800
2513,ODAX13800L1,DAX,Europea,OD,Call,0,0,0,13800,0,5,EUR,"2026,1","1856,6",2021-12-17,2021-04-16,3800
2514,ODAX13900X1,DAX,Europea,OD,Put,0,0,0,13900,0,5,EUR,"407,6","446,4",2021-12-17,2021-04-16,3800
2515,ODAX13900L1,DAX,Europea,OD,Call,0,0,0,13900,0,5,EUR,"1944,2",1777,2021-12-17,2021-04-16,3800
2516,ODAX14000X1,DAX,Europea,OD,Put,0,0,0,14000,0,5,EUR,"426,7",468,2021-12-17,2021-04-16,3800
2517,ODAX14000L1,DAX,Europea,OD,Call,0,0,0,14000,0,5,EUR,1863,"1698,2",2021-12-17,2021-04-16,3800
2518,ODAX14100X1,DAX,Europea,OD,Put,0,0,0,14100,0,5,EUR,"447,4","490,5",2021-12-17,2021-04-16,3800
2519,ODAX14100L1,DAX,Europea,OD,Call,0,0,0,14100,0,5,EUR,"1783,3","1620,4",2021-12-17,2021-04-16,3800
2520,ODAX14200L1,DAX,Europea,OD,Call,0,0,0,14200,0,5,EUR,"1704,5","1543,7",2021-12-17,2021-04-16,3800
2521,ODAX14200X1,DAX,Europea,OD,Put,0,0,0,14200,0,5,EUR,469,"514,3",2021-12-17,2021-04-16,3800
2522,ODAX14300L1,DAX,Europea,OD,Call,0,0,0,14300,0,5,EUR,"1626,5","1468,4",2021-12-17,2021-04-16,3800
2523,ODAX14300X1,DAX,Europea,OD,Put,0,0,0,14300,0,5,EUR,"491,3","539,3",2021-12-17,2021-04-16,3800
2524,ODAX14400X1,DAX,Europea,OD,Put,0,0,0,14400,0,5,EUR,"514,9","565,6",2021-12-17,2021-04-16,3800
2525,ODAX14400L1,DAX,Europea,OD,Call,0,0,0,14400,0,5,EUR,"1550,1","1394,4",2021-12-17,2021-04-16,3800
2526,ODAX14500X1,DAX,Europea,OD,Put,0,0,0,14500,0,5,EUR,"539,8","593,2",2021-12-17,2021-04-16,3800
2527,ODAX14500L1,DAX,Europea,OD,Call,0,0,0,14500,0,5,EUR,"1474,6","1321,6",2021-12-17,2021-04-16,3800
2528,ODAX14600L1,DAX,Europea,OD,Call,0,0,0,14600,0,5,EUR,"1400,4","1250,1",2021-12-17,2021-04-16,3800
2529,ODAX14600X1,DAX,Europea,OD,Put,0,0,0,14600,0,5,EUR,566,"622,2",2021-12-17,2021-04-16,3800
2530,ODAX14700L1,DAX,Europea,OD,Call,0,0,0,14700,0,5,EUR,"1327,5","1180,4",2021-12-17,2021-04-16,3800
2531,ODAX14700X1,DAX,Europea,OD,Put,0,0,0,14700,0,5,EUR,"593,4","652,8",2021-12-17,2021-04-16,3800
2532,ODAX14800X1,DAX,Europea,OD,Put,0,0,0,14800,0,5,EUR,"622,2","684,7",2021-12-17,2021-04-16,3800
2533,ODAX14800L1,DAX,Europea,OD,Call,0,0,0,14800,0,5,EUR,"1255,4","1111,9",2021-12-17,2021-04-16,3800
2534,ODAX14900L1,DAX,Europea,OD,Call,0,0,0,14900,0,5,EUR,"1185,6","1044,7",2021-12-17,2021-04-16,3800
2535,ODAX14900X1,DAX,Europea,OD,Put,0,0,0,14900,0,5,EUR,"652,7","717,9",2021-12-17,2021-04-16,3800
2536,ODAX15000X1,DAX,Europea,OD,Put,0,0,0,15000,0,5,EUR,"684,3",753,2021-12-17,2021-04-16,3800
2537,ODAX15000L1,DAX,Europea,OD,Call,0,0,0,15000,0,5,EUR,"1116,8","979,5",2021-12-17,2021-04-16,3800
2538,ODAX15100X1,DAX,Europea,OD,Put,0,0,0,15100,0,5,EUR,"717,4","789,6",2021-12-17,2021-04-16,3800
2539,ODAX15100L1,DAX,Europea,OD,Call,0,0,0,15100,0,5,EUR,"1049,5","916,2",2021-12-17,2021-04-16,3800
2540,ODAX15200L1,DAX,Europea,OD,Call,0,0,0,15200,0,5,EUR,"984,5","854,8",2021-12-17,2021-04-16,3800
2541,ODAX15200X1,DAX,Europea,OD,Put,0,0,0,15200,0,5,EUR,"752,8","829,1",2021-12-17,2021-04-16,3800
2542,ODAX15300X1,DAX,Europea,OD,Put,0,0,0,15300,0,5,EUR,"789,7","869,9",2021-12-17,2021-04-16,3800
2543,ODAX15300L1,DAX,Europea,OD,Call,0,0,0,15300,0,5,EUR,"921,6","795,2",2021-12-17,2021-04-16,3800
2544,ODAX15400X1,DAX,Europea,OD,Put,0,0,0,15400,0,5,EUR,"829,1","913,6",2021-12-17,2021-04-16,3800
2545,ODAX15400L1,DAX,Europea,OD,Call,0,0,0,15400,0,5,EUR,"860,1","738,5",2021-12-17,2021-04-16,3800
2546,ODAX15500L1,DAX,Europea,OD,Call,0,0,0,15500,0,5,EUR,"801,2","683,7",2021-12-17,2021-04-16,3800
2547,ODAX15500X1,DAX,Europea,OD,Put,0,0,0,15500,0,5,EUR,"870,7","959,2",2021-12-17,2021-04-16,3800
2548,ODAX15600L1,DAX,Europea,OD,Call,0,0,0,15600,0,5,EUR,"744,3","631,4",2021-12-17,2021-04-16,3800
2549,ODAX15600X1,DAX,Europea,OD,Put,0,0,0,15600,0,5,EUR,"914,1","1007,2",2021-12-17,2021-04-16,3800
2550,ODAX15700L1,DAX,Europea,OD,Call,0,0,0,15700,0,5,EUR,"689,4",581,2021-12-17,2021-04-16,3800
2551,ODAX15700X1,DAX,Europea,OD,Put,0,0,0,15700,0,5,EUR,"959,6","1057,2",2021-12-17,2021-04-16,3800
2552,ODAX15800X1,DAX,Europea,OD,Put,0,0,0,15800,0,5,EUR,1007,"1109,7",2021-12-17,2021-04-16,3800
2553,ODAX15800L1,DAX,Europea,OD,Call,0,0,0,15800,0,5,EUR,"636,4","533,2",2021-12-17,2021-04-16,3800
2554,ODAX15900L1,DAX,Europea,OD,Call,0,0,0,15900,0,5,EUR,"585,9","487,6",2021-12-17,2021-04-16,3800
2555,ODAX15900X1,DAX,Europea,OD,Put,0,0,0,15900,0,5,EUR,"1056,8","1164,5",2021-12-17,2021-04-16,3800
2556,ODAX16000L1,DAX,Europea,OD,Call,0,0,0,16000,0,5,EUR,"537,4","444,2",2021-12-17,2021-04-16,3800
2557,ODAX16000X1,DAX,Europea,OD,Put,0,0,0,16000,0,5,EUR,"1108,7","1221,5",2021-12-17,2021-04-16,3800
2558,ODAX16100L1,DAX,Europea,OD,Call,0,0,0,16100,0,5,EUR,"491,4","403,5",2021-12-17,2021-04-16,3800
2559,ODAX16100X1,DAX,Europea,OD,Put,0,0,0,16100,0,5,EUR,"1163,1","1281,3",2021-12-17,2021-04-16,3800
2560,ODAX16200L1,DAX,Europea,OD,Call,0,0,0,16200,0,5,EUR,"448,3","365,7",2021-12-17,2021-04-16,3800
2561,ODAX16200X1,DAX,Europea,OD,Put,0,0,0,16200,0,5,EUR,"1220,4","1343,8",2021-12-17,2021-04-16,3800
2562,ODAX16400L1,DAX,Europea,OD,Call,0,0,0,16400,0,5,EUR,"370,1","298,1",2021-12-17,2021-04-16,3800
2563,ODAX16400X1,DAX,Europea,OD,Put,0,0,0,16400,0,5,EUR,"1342,9","1476,9",2021-12-17,2021-04-16,3800
2564,ODAX16600L1,DAX,Europea,OD,Call,0,0,0,16600,0,5,EUR,"302,6","241,1",2021-12-17,2021-04-16,3800
2565,ODAX16600X1,DAX,Europea,OD,Put,0,0,0,16600,0,5,EUR,"1476,2","1620,3",2021-12-17,2021-04-16,3800
2566,ODAX16800L1,DAX,Europea,OD,Call,0,0,0,16800,0,5,EUR,"244,6","193,2",2021-12-17,2021-04-16,3800
2567,ODAX16800X1,DAX,Europea,OD,Put,0,0,0,16800,0,5,EUR,"1618,9","1773,5",2021-12-17,2021-04-16,3800
2568,ODAX17000X1,DAX,Europea,OD,Put,0,0,0,17000,0,5,EUR,"1770,5","1934,5",2021-12-17,2021-04-16,3800
2569,ODAX17000L1,DAX,Europea,OD,Call,0,0,0,17000,0,5,EUR,"195,4","153,7",2021-12-17,2021-04-16,3800
2570,ODAX17200X1,DAX,Europea,OD,Put,0,0,0,17200,0,5,EUR,1931,"2103,3",2021-12-17,2021-04-16,3800
2571,ODAX17200L1,DAX,Europea,OD,Call,0,0,0,17200,0,5,EUR,"155,2","121,5",2021-12-17,2021-04-16,3800
2572,ODAX17400L1,DAX,Europea,OD,Call,0,0,0,17400,0,5,EUR,"122,9","95,9",2021-12-17,2021-04-16,3800
2573,ODAX17400X1,DAX,Europea,OD,Put,0,0,0,17400,0,5,EUR,"2099,5","2278,6",2021-12-17,2021-04-16,3800
2574,ODAX17600X1,DAX,Europea,OD,Put,0,0,0,17600,0,5,EUR,"2274,4","2459,2",2021-12-17,2021-04-16,3800
2575,ODAX17600L1,DAX,Europea,OD,Call,0,0,0,17600,0,5,EUR,97,"75,8",2021-12-17,2021-04-16,3800
2576,ODAX17800X1,DAX,Europea,OD,Put,0,0,0,17800,0,5,EUR,2455,"2644,5",2021-12-17,2021-04-16,3800
2577,ODAX17800L1,DAX,Europea,OD,Call,0,0,0,17800,0,5,EUR,"76,9","60,3",2021-12-17,2021-04-16,3800
2578,ODAX18000X1,DAX,Europea,OD,Put,0,0,0,18000,0,5,EUR,"2640,1","2833,2",2021-12-17,2021-04-16,3800
2579,ODAX18000L1,DAX,Europea,OD,Call,0,0,0,18000,0,5,EUR,"61,2","48,3",2021-12-17,2021-04-16,3800
2580,ODAX19000L1,DAX,Europea,OD,Call,0,0,0,19000,0,5,EUR,"19,5","16,3",2021-12-17,2021-04-16,3800
2581,ODAX19000X1,DAX,Europea,OD,Put,0,0,0,19000,0,5,EUR,"3602,1",3805,2021-12-17,2021-04-16,3800
2582,ODAX20000L1,DAX,Europea,OD,Call,0,0,0,20000,0,5,EUR,"6,7",6,2021-12-17,2021-04-16,3800
2583,ODAX20000X1,DAX,Europea,OD,Put,0,0,0,20000,0,5,EUR,4593,"4798,5",2021-12-17,2021-04-16,3800
2584,ODAX21000L1,DAX,Europea,OD,Call,0,0,0,21000,0,5,EUR,"2,8","2,7",2021-12-17,2021-04-16,3800
2585,ODAX21000X1,DAX,Europea,OD,Put,0,0,0,21000,0,5,EUR,"5592,9","5798,9",2021-12-17,2021-04-16,3800
2586,ODAX22000X1,DAX,Europea,OD,Put,0,0,0,22000,0,5,EUR,"6595,4","6801,6",2021-12-17,2021-04-16,3800
2587,ODAX22000L1,DAX,Europea,OD,Call,0,0,0,22000,0,5,EUR,"1,5","1,6",2021-12-17,2021-04-16,3800
2588,ODAX23000L1,DAX,Europea,OD,Call,0,0,0,23000,0,5,EUR,"0,1","0,1",2021-12-17,2021-04-16,3800
2589,ODAX23000X1,DAX,Europea,OD,Put,0,0,0,23000,0,5,EUR,"10835,8","10835,8",2021-12-17,2021-04-16,3800
2590,ODAX24000X1,DAX,Europea,OD,Put,0,0,0,24000,0,5,EUR,"11848,4","11848,4",2021-12-17,2021-04-16,3800
2591,ODAX24000L1,DAX,Europea,OD,Call,0,0,0,24000,0,5,EUR,"0,1","0,1",2021-12-17,2021-04-16,3800
2592,ODAX25000L1,DAX,Europea,OD,Call,0,0,0,25000,0,5,EUR,"0,1","0,1",2021-12-17,2021-04-16,3800
2593,ODAX25000X1,DAX,Europea,OD,Put,0,0,0,25000,0,5,EUR,12861,12861,2021-12-17,2021-04-16,3800
2594,ODAX 8000C2,DAX,Europea,OD,Call,0,0,0,8000,0,5,EUR,"7499,6","7296,3",2022-03-18,2021-04-16,3800
2595,ODAX 8000O2,DAX,Europea,OD,Put,0,0,0,8000,0,5,EUR,"51,1","53,5",2022-03-18,2021-04-16,3800
2596,ODAX 9000O2,DAX,Europea,OD,Put,0,0,0,9000,0,5,EUR,"77,2","81,9",2022-03-18,2021-04-16,3800
2597,ODAX 9000C2,DAX,Europea,OD,Call,0,0,0,9000,0,5,EUR,"6520,6","6319,7",2022-03-18,2021-04-16,3800
2598,ODAX10000O2,DAX,Europea,OD,Put,0,0,0,10000,0,5,EUR,"115,2","123,3",2022-03-18,2021-04-16,3800
2599,ODAX10000C2,DAX,Europea,OD,Call,0,0,0,10000,0,5,EUR,"5553,8","5356,1",2022-03-18,2021-04-16,3800
2600,ODAX10100O2,DAX,Europea,OD,Put,0,0,0,10100,0,5,EUR,"119,9","128,4",2022-03-18,2021-04-16,3800
2601,ODAX10100C2,DAX,Europea,OD,Call,0,0,0,10100,0,5,EUR,5458,"5260,7",2022-03-18,2021-04-16,3800
2602,ODAX10200O2,DAX,Europea,OD,Put,0,0,0,10200,0,5,EUR,"124,8","133,7",2022-03-18,2021-04-16,3800
2603,ODAX10200C2,DAX,Europea,OD,Call,0,0,0,10200,0,5,EUR,"5362,3","5165,5",2022-03-18,2021-04-16,3800
2604,ODAX10300O2,DAX,Europea,OD,Put,0,0,0,10300,0,5,EUR,"129,8","139,3",2022-03-18,2021-04-16,3800
2605,ODAX10300C2,DAX,Europea,OD,Call,0,0,0,10300,0,5,EUR,"5267,1","5070,6",2022-03-18,2021-04-16,3800
2606,ODAX10400C2,DAX,Europea,OD,Call,0,0,0,10400,0,5,EUR,"5171,8","4975,7",2022-03-18,2021-04-16,3800
2607,ODAX10400O2,DAX,Europea,OD,Put,0,0,0,10400,0,5,EUR,135,"144,9",2022-03-18,2021-04-16,3800
2608,ODAX10500C2,DAX,Europea,OD,Call,0,0,0,10500,0,5,EUR,"5076,7","4881,1",2022-03-18,2021-04-16,3800
2609,ODAX10500O2,DAX,Europea,OD,Put,0,0,0,10500,0,5,EUR,"140,6",151,2022-03-18,2021-04-16,3800
2610,ODAX10600C2,DAX,Europea,OD,Call,0,0,0,10600,0,5,EUR,4982,"4786,8",2022-03-18,2021-04-16,3800
2611,ODAX10600O2,DAX,Europea,OD,Put,0,0,0,10600,0,5,EUR,"146,4",157,2022-03-18,2021-04-16,3800
2612,ODAX10700C2,DAX,Europea,OD,Call,0,0,0,10700,0,5,EUR,"4887,4","4692,9",2022-03-18,2021-04-16,3800
2613,ODAX10700O2,DAX,Europea,OD,Put,0,0,0,10700,0,5,EUR,"152,3","163,6",2022-03-18,2021-04-16,3800
2614,ODAX10800C2,DAX,Europea,OD,Call,0,0,0,10800,0,5,EUR,"4792,9","4599,2",2022-03-18,2021-04-16,3800
2615,ODAX10800O2,DAX,Europea,OD,Put,0,0,0,10800,0,5,EUR,"158,3","170,1",2022-03-18,2021-04-16,3800
2616,ODAX10900C2,DAX,Europea,OD,Call,0,0,0,10900,0,5,EUR,"4698,9","4505,6",2022-03-18,2021-04-16,3800
2617,ODAX10900O2,DAX,Europea,OD,Put,0,0,0,10900,0,5,EUR,"164,8","177,3",2022-03-18,2021-04-16,3800
2618,ODAX11000O2,DAX,Europea,OD,Put,0,0,0,11000,0,5,EUR,"171,4","184,4",2022-03-18,2021-04-16,3800
2619,ODAX11000C2,DAX,Europea,OD,Call,0,0,0,11000,0,5,EUR,4605,"4412,2",2022-03-18,2021-04-16,3800
2620,ODAX11100C2,DAX,Europea,OD,Call,0,0,0,11100,0,5,EUR,"4511,6","4319,2",2022-03-18,2021-04-16,3800
2621,ODAX11100O2,DAX,Europea,OD,Put,0,0,0,11100,0,5,EUR,"178,2","191,9",2022-03-18,2021-04-16,3800
2622,ODAX11200C2,DAX,Europea,OD,Call,0,0,0,11200,0,5,EUR,"4418,3","4226,6",2022-03-18,2021-04-16,3800
2623,ODAX11200O2,DAX,Europea,OD,Put,0,0,0,11200,0,5,EUR,"185,4","199,8",2022-03-18,2021-04-16,3800
2624,ODAX11300C2,DAX,Europea,OD,Call,0,0,0,11300,0,5,EUR,"4325,2","4134,4",2022-03-18,2021-04-16,3800
2625,ODAX11300O2,DAX,Europea,OD,Put,0,0,0,11300,0,5,EUR,193,"208,1",2022-03-18,2021-04-16,3800
2626,ODAX11400C2,DAX,Europea,OD,Call,0,0,0,11400,0,5,EUR,"4232,5","4042,4",2022-03-18,2021-04-16,3800
2627,ODAX11400O2,DAX,Europea,OD,Put,0,0,0,11400,0,5,EUR,"200,8","216,4",2022-03-18,2021-04-16,3800
2628,ODAX11500C2,DAX,Europea,OD,Call,0,0,0,11500,0,5,EUR,"4140,2","3950,7",2022-03-18,2021-04-16,3800
2629,ODAX11500O2,DAX,Europea,OD,Put,0,0,0,11500,0,5,EUR,"208,8","225,4",2022-03-18,2021-04-16,3800
2630,ODAX11600C2,DAX,Europea,OD,Call,0,0,0,11600,0,5,EUR,"4048,1","3859,4",2022-03-18,2021-04-16,3800
2631,ODAX11600O2,DAX,Europea,OD,Put,0,0,0,11600,0,5,EUR,"217,5","234,6",2022-03-18,2021-04-16,3800
2632,ODAX11700C2,DAX,Europea,OD,Call,0,0,0,11700,0,5,EUR,"3956,3","3768,4",2022-03-18,2021-04-16,3800
2633,ODAX11700O2,DAX,Europea,OD,Put,0,0,0,11700,0,5,EUR,"226,2",244,2022-03-18,2021-04-16,3800
2634,ODAX11800C2,DAX,Europea,OD,Call,0,0,0,11800,0,5,EUR,"3864,9","3677,9",2022-03-18,2021-04-16,3800
2635,ODAX11800O2,DAX,Europea,OD,Put,0,0,0,11800,0,5,EUR,"235,5","254,1",2022-03-18,2021-04-16,3800
2636,ODAX11900C2,DAX,Europea,OD,Call,0,0,0,11900,0,5,EUR,"3774,3",3588,2022-03-18,2021-04-16,3800
2637,ODAX11900O2,DAX,Europea,OD,Put,0,0,0,11900,0,5,EUR,"244,8","264,3",2022-03-18,2021-04-16,3800
2638,ODAX12000O2,DAX,Europea,OD,Put,0,0,0,12000,0,5,EUR,255,"275,5",2022-03-18,2021-04-16,3800
2639,ODAX12000C2,DAX,Europea,OD,Call,0,0,0,12000,0,5,EUR,"3683,6","3498,3",2022-03-18,2021-04-16,3800
2640,ODAX12100C2,DAX,Europea,OD,Call,0,0,0,12100,0,5,EUR,"3593,2","3409,2",2022-03-18,2021-04-16,3800
2641,ODAX12100O2,DAX,Europea,OD,Put,0,0,0,12100,0,5,EUR,"265,1","286,6",2022-03-18,2021-04-16,3800
2642,ODAX12200C2,DAX,Europea,OD,Call,0,0,0,12200,0,5,EUR,"3503,7","3320,4",2022-03-18,2021-04-16,3800
2643,ODAX12200O2,DAX,Europea,OD,Put,0,0,0,12200,0,5,EUR,"276,1","298,6",2022-03-18,2021-04-16,3800
2644,ODAX12300C2,DAX,Europea,OD,Call,0,0,0,12300,0,5,EUR,"3414,5","3231,9",2022-03-18,2021-04-16,3800
2645,ODAX12300O2,DAX,Europea,OD,Put,0,0,0,12300,0,5,EUR,"287,3","310,5",2022-03-18,2021-04-16,3800
2646,ODAX12400C2,DAX,Europea,OD,Call,0,0,0,12400,0,5,EUR,"3325,5","3144,3",2022-03-18,2021-04-16,3800
2647,ODAX12400O2,DAX,Europea,OD,Put,0,0,0,12400,0,5,EUR,"298,9","323,4",2022-03-18,2021-04-16,3800
2648,ODAX12500O2,DAX,Europea,OD,Put,0,0,0,12500,0,5,EUR,311,"336,6",2022-03-18,2021-04-16,3800
2649,ODAX12500C2,DAX,Europea,OD,Call,0,0,0,12500,0,5,EUR,"3237,2","3056,9",2022-03-18,2021-04-16,3800
2650,ODAX12600O2,DAX,Europea,OD,Put,0,0,0,12600,0,5,EUR,"323,4","350,4",2022-03-18,2021-04-16,3800
2651,ODAX12600C2,DAX,Europea,OD,Call,0,0,0,12600,0,5,EUR,"3149,1","2970,2",2022-03-18,2021-04-16,3800
2652,ODAX12700O2,DAX,Europea,OD,Put,0,0,0,12700,0,5,EUR,"336,5","364,7",2022-03-18,2021-04-16,3800
2653,ODAX12700C2,DAX,Europea,OD,Call,0,0,0,12700,0,5,EUR,"3061,6","2884,1",2022-03-18,2021-04-16,3800
2654,ODAX12800O2,DAX,Europea,OD,Put,0,0,0,12800,0,5,EUR,"350,2","379,6",2022-03-18,2021-04-16,3800
2655,ODAX12800C2,DAX,Europea,OD,Call,0,0,0,12800,0,5,EUR,"2974,8","2798,5",2022-03-18,2021-04-16,3800
2656,ODAX12900O2,DAX,Europea,OD,Put,0,0,0,12900,0,5,EUR,"364,4","395,3",2022-03-18,2021-04-16,3800
2657,ODAX12900C2,DAX,Europea,OD,Call,0,0,0,12900,0,5,EUR,"2888,6","2713,6",2022-03-18,2021-04-16,3800
2658,ODAX13000O2,DAX,Europea,OD,Put,0,0,0,13000,0,5,EUR,"379,1","411,3",2022-03-18,2021-04-16,3800
2659,ODAX13000C2,DAX,Europea,OD,Call,0,0,0,13000,0,5,EUR,"2802,7","2629,1",2022-03-18,2021-04-16,3800
2660,ODAX13100O2,DAX,Europea,OD,Put,0,0,0,13100,0,5,EUR,"394,5",428,2022-03-18,2021-04-16,3800
2661,ODAX13100C2,DAX,Europea,OD,Call,0,0,0,13100,0,5,EUR,"2717,7","2545,4",2022-03-18,2021-04-16,3800
2662,ODAX13200O2,DAX,Europea,OD,Put,0,0,0,13200,0,5,EUR,"410,3","445,6",2022-03-18,2021-04-16,3800
2663,ODAX13200C2,DAX,Europea,OD,Call,0,0,0,13200,0,5,EUR,"2632,9","2462,4",2022-03-18,2021-04-16,3800
2664,ODAX13300O2,DAX,Europea,OD,Put,0,0,0,13300,0,5,EUR,"426,9",464,2022-03-18,2021-04-16,3800
2665,ODAX13300C2,DAX,Europea,OD,Call,0,0,0,13300,0,5,EUR,2549,"2380,3",2022-03-18,2021-04-16,3800
2666,ODAX13400O2,DAX,Europea,OD,Put,0,0,0,13400,0,5,EUR,"444,2","483,1",2022-03-18,2021-04-16,3800
2667,ODAX13400C2,DAX,Europea,OD,Call,0,0,0,13400,0,5,EUR,"2465,9",2299,2022-03-18,2021-04-16,3800
2668,ODAX13600O2,DAX,Europea,OD,Put,0,0,0,13600,0,5,EUR,"481,4","523,5",2022-03-18,2021-04-16,3800
2669,ODAX13600C2,DAX,Europea,OD,Call,0,0,0,13600,0,5,EUR,"2302,1","2138,3",2022-03-18,2021-04-16,3800
2670,ODAX13700C2,DAX,Europea,OD,Call,0,0,0,13700,0,5,EUR,2221,"2059,2",2022-03-18,2021-04-16,3800
2671,ODAX13700O2,DAX,Europea,OD,Put,0,0,0,13700,0,5,EUR,"500,8","544,9",2022-03-18,2021-04-16,3800
2672,ODAX13800O2,DAX,Europea,OD,Put,0,0,0,13800,0,5,EUR,"521,5","567,3",2022-03-18,2021-04-16,3800
2673,ODAX13800C2,DAX,Europea,OD,Call,0,0,0,13800,0,5,EUR,"2141,2","1981,1",2022-03-18,2021-04-16,3800
2674,ODAX13900O2,DAX,Europea,OD,Put,0,0,0,13900,0,5,EUR,543,"590,7",2022-03-18,2021-04-16,3800
2675,ODAX13900C2,DAX,Europea,OD,Call,0,0,0,13900,0,5,EUR,"2062,2",1904,2022-03-18,2021-04-16,3800
2676,ODAX14000O2,DAX,Europea,OD,Put,0,0,0,14000,0,5,EUR,"564,6",615,2022-03-18,2021-04-16,3800
2677,ODAX14000C2,DAX,Europea,OD,Call,0,0,0,14000,0,5,EUR,"1983,9","1828,4",2022-03-18,2021-04-16,3800
2678,ODAX14100C2,DAX,Europea,OD,Call,0,0,0,14100,0,5,EUR,"1906,5","1753,2",2022-03-18,2021-04-16,3800
2679,ODAX14100O2,DAX,Europea,OD,Put,0,0,0,14100,0,5,EUR,"588,3","640,8",2022-03-18,2021-04-16,3800
2680,ODAX14200C2,DAX,Europea,OD,Call,0,0,0,14200,0,5,EUR,"1830,7",1679,2022-03-18,2021-04-16,3800
2681,ODAX14200O2,DAX,Europea,OD,Put,0,0,0,14200,0,5,EUR,"612,4","667,1",2022-03-18,2021-04-16,3800
2682,ODAX14300C2,DAX,Europea,OD,Call,0,0,0,14300,0,5,EUR,"1755,3","1606,2",2022-03-18,2021-04-16,3800
2683,ODAX14300O2,DAX,Europea,OD,Put,0,0,0,14300,0,5,EUR,638,"695,4",2022-03-18,2021-04-16,3800
2684,ODAX14400C2,DAX,Europea,OD,Call,0,0,0,14400,0,5,EUR,"1681,4","1535,1",2022-03-18,2021-04-16,3800
2685,ODAX14400O2,DAX,Europea,OD,Put,0,0,0,14400,0,5,EUR,"664,7","724,2",2022-03-18,2021-04-16,3800
2686,ODAX14500C2,DAX,Europea,OD,Call,0,0,0,14500,0,5,EUR,"1608,5","1464,9",2022-03-18,2021-04-16,3800
2687,ODAX14500O2,DAX,Europea,OD,Put,0,0,0,14500,0,5,EUR,"692,3",754,2022-03-18,2021-04-16,3800
2688,ODAX14600C2,DAX,Europea,OD,Call,0,0,0,14600,0,5,EUR,"1536,6","1395,5",2022-03-18,2021-04-16,3800
2689,ODAX14600O2,DAX,Europea,OD,Put,0,0,0,14600,0,5,EUR,"720,9","785,7",2022-03-18,2021-04-16,3800
2690,ODAX14700O2,DAX,Europea,OD,Put,0,0,0,14700,0,5,EUR,"751,1","818,9",2022-03-18,2021-04-16,3800
2691,ODAX14700C2,DAX,Europea,OD,Call,0,0,0,14700,0,5,EUR,"1466,3","1328,3",2022-03-18,2021-04-16,3800
2692,ODAX14800O2,DAX,Europea,OD,Put,0,0,0,14800,0,5,EUR,"782,4","853,2",2022-03-18,2021-04-16,3800
2693,ODAX14800C2,DAX,Europea,OD,Call,0,0,0,14800,0,5,EUR,"1397,1","1261,5",2022-03-18,2021-04-16,3800
2694,ODAX14900C2,DAX,Europea,OD,Call,0,0,0,14900,0,5,EUR,1329,"1196,9",2022-03-18,2021-04-16,3800
2695,ODAX14900O2,DAX,Europea,OD,Put,0,0,0,14900,0,5,EUR,"814,8","888,6",2022-03-18,2021-04-16,3800
2696,ODAX15000C2,DAX,Europea,OD,Call,0,0,0,15000,0,5,EUR,"1262,6","1133,5",2022-03-18,2021-04-16,3800
2697,ODAX15000O2,DAX,Europea,OD,Put,0,0,0,15000,0,5,EUR,"848,9","925,6",2022-03-18,2021-04-16,3800
