,DEX_CONTRATO,Underlying_name,am_eu_type,Underlying Code,Tipo,Comprada,Contratos,Sentido,Strike,Px_ejecucion,Multiplicador,Divisa,Bid,Ask,Vencimiento,todays_date,Spot_Price
13512,BAS  7600F1,BASF,Europea,BAS,Call,0,0,0,76,0,100,EUR,"0,61","0,44",2021-06-18,2021-04-16,3800
13513,FRE  7600F1,FRESENIUS SE CO KGAA,Europea,FRE,Call,0,0,0,76,0,100,EUR,"0,01","0,01",2021-06-18,2021-04-16,3800
13514,VO3  7600F1,VOLKSWAGEN PREF,Europea,VO3,Call,0,0,0,76,0,100,EUR,"169,05","162,25",2021-06-18,2021-04-16,3800
13515,BAS  7700F1,BASF,Europea,BAS,Call,0,0,0,77,0,100,EUR,"0,44","0,32",2021-06-18,2021-04-16,3800
13516,BMW  7700R1,BMW,Europea,BMW,Put,0,0,0,77,0,100,EUR,"1,14","1,34",2021-06-18,2021-04-16,3800
13517,DAI  7700F1,DAIMLER AG,Europea,DAI,Call,0,0,0,77,0,100,EUR,"3,83","2,85",2021-06-18,2021-04-16,3800
13518,BAS  7700R1,BASF,Europea,BAS,Put,0,0,0,77,0,100,EUR,"7,84","9,17",2021-06-18,2021-04-16,3800
13519,BMW  7700F1,BMW,Europea,BMW,Call,0,0,0,77,0,100,EUR,"11,82","11,05",2021-06-18,2021-04-16,3800
13520,DAI  7700R1,DAIMLER AG,Europea,DAI,Put,0,0,0,77,0,100,EUR,"3,52","4,57",2021-06-18,2021-04-16,3800
13521,DAI  7800F1,DAIMLER AG,Europea,DAI,Call,0,0,0,78,0,100,EUR,"3,3","2,43",2021-06-18,2021-04-16,3800
13522,BAS  7800R1,BASF,Europea,BAS,Put,0,0,0,78,0,100,EUR,"8,74","10,08",2021-06-18,2021-04-16,3800
13523,DAI  7800R1,DAIMLER AG,Europea,DAI,Put,0,0,0,78,0,100,EUR,"3,99","5,16",2021-06-18,2021-04-16,3800
13524,BAS  7800F1,BASF,Europea,BAS,Call,0,0,0,78,0,100,EUR,"0,32","0,23",2021-06-18,2021-04-16,3800
13525,BMW  7800R1,BMW,Europea,BMW,Put,0,0,0,78,0,100,EUR,"1,33","1,52",2021-06-18,2021-04-16,3800
13526,SIE  7800F1,SIEMENS,Europea,SIE,Call,0,0,0,78,0,100,EUR,"67,98","62,02",2021-06-18,2021-04-16,3800
13527,SIE  7800R1,SIEMENS,Europea,SIE,Put,0,0,0,78,0,100,EUR,"0,04","0,05",2021-06-18,2021-04-16,3800
13528,BMW  7800F1,BMW,Europea,BMW,Call,0,0,0,78,0,100,EUR,"10,92","10,16",2021-06-18,2021-04-16,3800
13529,BMW  7900R1,BMW,Europea,BMW,Put,0,0,0,79,0,100,EUR,"1,52","1,74",2021-06-18,2021-04-16,3800
13530,DAI  7900R1,DAIMLER AG,Europea,DAI,Put,0,0,0,79,0,100,EUR,"4,52","5,79",2021-06-18,2021-04-16,3800
13531,BAS  7900F1,BASF,Europea,BAS,Call,0,0,0,79,0,100,EUR,"0,23","0,17",2021-06-18,2021-04-16,3800
13532,BMW  7900F1,BMW,Europea,BMW,Call,0,0,0,79,0,100,EUR,"10,04","9,3",2021-06-18,2021-04-16,3800
13533,DAI  7900F1,DAIMLER AG,Europea,DAI,Call,0,0,0,79,0,100,EUR,"2,82","2,07",2021-06-18,2021-04-16,3800
13534,BAS  7900R1,BASF,Europea,BAS,Put,0,0,0,79,0,100,EUR,"9,66","11,02",2021-06-18,2021-04-16,3800
13535,SIE  8000F1,SIEMENS,Europea,SIE,Call,0,0,0,80,0,100,EUR,"65,98","60,02",2021-06-18,2021-04-16,3800
13536,SAP  8000F1,SAP,Europea,SAP,Call,0,0,0,80,0,100,EUR,"36,27","35,74",2021-06-18,2021-04-16,3800
13537,BAY  8000F1,BAYER,Europea,BAY,Call,0,0,0,80,0,100,EUR,"0,02","0,02",2021-06-18,2021-04-16,3800
13538,BMW  8000F1,BMW,Europea,BMW,Call,0,0,0,80,0,100,EUR,"9,2","8,49",2021-06-18,2021-04-16,3800
13539,SIE  8000R1,SIEMENS,Europea,SIE,Put,0,0,0,80,0,100,EUR,"0,04","0,05",2021-06-18,2021-04-16,3800
13540,BAS  8000F1,BASF,Europea,BAS,Call,0,0,0,80,0,100,EUR,"0,16","0,12",2021-06-18,2021-04-16,3800
13541,BMW  8000R1,BMW,Europea,BMW,Put,0,0,0,80,0,100,EUR,"1,73",2,2021-06-18,2021-04-16,3800
13542,BAS  8000R1,BASF,Europea,BAS,Put,0,0,0,80,0,100,EUR,"10,6","11,97",2021-06-18,2021-04-16,3800
13543,BAY  8000R1,BAYER,Europea,BAY,Put,0,0,0,80,0,100,EUR,"27,84","28,96",2021-06-18,2021-04-16,3800
13544,DAI  8000F1,DAIMLER AG,Europea,DAI,Call,0,0,0,80,0,100,EUR,"2,4","1,73",2021-06-18,2021-04-16,3800
13545,DAI  8000R1,DAIMLER AG,Europea,DAI,Put,0,0,0,80,0,100,EUR,"5,09","6,45",2021-06-18,2021-04-16,3800
13546,SAP  8000R1,SAP,Europea,SAP,Put,0,0,0,80,0,100,EUR,"0,27","0,29",2021-06-18,2021-04-16,3800
13547,BMW  8100R1,BMW,Europea,BMW,Put,0,0,0,81,0,100,EUR,"1,99","2,28",2021-06-18,2021-04-16,3800
13548,DAI  8100R1,DAIMLER AG,Europea,DAI,Put,0,0,0,81,0,100,EUR,"5,71","7,18",2021-06-18,2021-04-16,3800
13549,BAS  8100F1,BASF,Europea,BAS,Call,0,0,0,81,0,100,EUR,"0,12","0,09",2021-06-18,2021-04-16,3800
13550,BMW  8100F1,BMW,Europea,BMW,Call,0,0,0,81,0,100,EUR,"8,38","7,7",2021-06-18,2021-04-16,3800
13551,DAI  8100F1,DAIMLER AG,Europea,DAI,Call,0,0,0,81,0,100,EUR,"2,02","1,46",2021-06-18,2021-04-16,3800
13552,BAS  8100R1,BASF,Europea,BAS,Put,0,0,0,81,0,100,EUR,"11,55","12,95",2021-06-18,2021-04-16,3800
13553,BMW  8200R1,BMW,Europea,BMW,Put,0,0,0,82,0,100,EUR,"2,27","2,59",2021-06-18,2021-04-16,3800
13554,DAI  8200R1,DAIMLER AG,Europea,DAI,Put,0,0,0,82,0,100,EUR,"6,39","7,93",2021-06-18,2021-04-16,3800
13555,BAS  8200R1,BASF,Europea,BAS,Put,0,0,0,82,0,100,EUR,"12,52","13,92",2021-06-18,2021-04-16,3800
13556,SIE  8200R1,SIEMENS,Europea,SIE,Put,0,0,0,82,0,100,EUR,"0,05","0,06",2021-06-18,2021-04-16,3800
13557,DAI  8200F1,DAIMLER AG,Europea,DAI,Call,0,0,0,82,0,100,EUR,"1,69","1,21",2021-06-18,2021-04-16,3800
13558,BAS  8200F1,BASF,Europea,BAS,Call,0,0,0,82,0,100,EUR,"0,08","0,06",2021-06-18,2021-04-16,3800
13559,SIE  8200F1,SIEMENS,Europea,SIE,Call,0,0,0,82,0,100,EUR,"63,98","58,03",2021-06-18,2021-04-16,3800
13560,BMW  8200F1,BMW,Europea,BMW,Call,0,0,0,82,0,100,EUR,"7,58","6,93",2021-06-18,2021-04-16,3800
13561,BMW  8300R1,BMW,Europea,BMW,Put,0,0,0,83,0,100,EUR,"2,58","2,96",2021-06-18,2021-04-16,3800
13562,DAI  8300R1,DAIMLER AG,Europea,DAI,Put,0,0,0,83,0,100,EUR,"7,1","8,72",2021-06-18,2021-04-16,3800
13563,BAS  8300R1,BASF,Europea,BAS,Put,0,0,0,83,0,100,EUR,"13,5","14,91",2021-06-18,2021-04-16,3800
13564,DAI  8300F1,DAIMLER AG,Europea,DAI,Call,0,0,0,83,0,100,EUR,"1,4","0,99",2021-06-18,2021-04-16,3800
13565,BAS  8300F1,BASF,Europea,BAS,Call,0,0,0,83,0,100,EUR,"0,06","0,05",2021-06-18,2021-04-16,3800
13566,BMW  8300F1,BMW,Europea,BMW,Call,0,0,0,83,0,100,EUR,"6,82","6,23",2021-06-18,2021-04-16,3800
13567,SIE  8400F1,SIEMENS,Europea,SIE,Call,0,0,0,84,0,100,EUR,"61,98","56,03",2021-06-18,2021-04-16,3800
13568,ALV  8400F1,ALLIANZ,Europea,ALV,Call,0,0,0,84,0,100,EUR,"134,75","131,45",2021-06-18,2021-04-16,3800
13569,SAP  8400F1,SAP,Europea,SAP,Call,0,0,0,84,0,100,EUR,"32,28","31,75",2021-06-18,2021-04-16,3800
13570,MUV2 8400F1,MUNICH RE,Europea,MUV,Call,0,0,0,84,0,100,EUR,"174,9","175,5",2021-06-18,2021-04-16,3800
13571,BAY  8400F1,BAYER,Europea,BAY,Call,0,0,0,84,0,100,EUR,"0,01","0,01",2021-06-18,2021-04-16,3800
13572,DB1  8400F1,DEUTSCHE BOERSE,Europea,DB1,Call,0,0,0,84,0,100,EUR,"63,6","64,46",2021-06-18,2021-04-16,3800
13573,BMW  8400F1,BMW,Europea,BMW,Call,0,0,0,84,0,100,EUR,"6,13","5,56",2021-06-18,2021-04-16,3800
13574,DAI  8400F1,DAIMLER AG,Europea,DAI,Call,0,0,0,84,0,100,EUR,"1,16","0,82",2021-06-18,2021-04-16,3800
13575,SIE  8400R1,SIEMENS,Europea,SIE,Put,0,0,0,84,0,100,EUR,"0,05","0,06",2021-06-18,2021-04-16,3800
13576,VO3  8400R1,VOLKSWAGEN PREF,Europea,VO3,Put,0,0,0,84,0,100,EUR,"0,03","0,03",2021-06-18,2021-04-16,3800
13577,MUV2 8400R1,MUNICH RE,Europea,MUV,Put,0,0,0,84,0,100,EUR,"0,02","0,05",2021-06-18,2021-04-16,3800
13578,SAP  8400R1,SAP,Europea,SAP,Put,0,0,0,84,0,100,EUR,"0,3","0,33",2021-06-18,2021-04-16,3800
13579,BMW  8400R1,BMW,Europea,BMW,Put,0,0,0,84,0,100,EUR,"2,95","3,36",2021-06-18,2021-04-16,3800
13580,DB1  8400R1,DEUTSCHE BOERSE,Europea,DB1,Put,0,0,0,84,0,100,EUR,"0,04","0,04",2021-06-18,2021-04-16,3800
13581,ALV  8400R1,ALLIANZ,Europea,ALV,Put,0,0,0,84,0,100,EUR,"0,08","0,09",2021-06-18,2021-04-16,3800
13582,BAS  8400R1,BASF,Europea,BAS,Put,0,0,0,84,0,100,EUR,"14,48","15,89",2021-06-18,2021-04-16,3800
13583,DAI  8400R1,DAIMLER AG,Europea,DAI,Put,0,0,0,84,0,100,EUR,"7,86","9,56",2021-06-18,2021-04-16,3800
13584,BAY  8400R1,BAYER,Europea,BAY,Put,0,0,0,84,0,100,EUR,"31,84","32,96",2021-06-18,2021-04-16,3800
13585,FRE  8400R1,FRESENIUS SE CO KGAA,Europea,FRE,Put,0,0,0,84,0,100,EUR,"43,41","43,41",2021-06-18,2021-04-16,3800
13586,BAS  8400F1,BASF,Europea,BAS,Call,0,0,0,84,0,100,EUR,"0,04","0,04",2021-06-18,2021-04-16,3800
13587,FRE  8400F1,FRESENIUS SE CO KGAA,Europea,FRE,Call,0,0,0,84,0,100,EUR,"0,01","0,01",2021-06-18,2021-04-16,3800
13588,VO3  8400F1,VOLKSWAGEN PREF,Europea,VO3,Call,0,0,0,84,0,100,EUR,"161,06","154,26",2021-06-18,2021-04-16,3800
13589,BMW  8500R1,BMW,Europea,BMW,Put,0,0,0,85,0,100,EUR,"3,35","3,79",2021-06-18,2021-04-16,3800
13590,DAI  8500R1,DAIMLER AG,Europea,DAI,Put,0,0,0,85,0,100,EUR,"8,65","10,4",2021-06-18,2021-04-16,3800
13591,SIE  8500R1,SIEMENS,Europea,SIE,Put,0,0,0,85,0,100,EUR,"0,05","0,06",2021-06-18,2021-04-16,3800
13592,DAI  8500F1,DAIMLER AG,Europea,DAI,Call,0,0,0,85,0,100,EUR,"0,95","0,67",2021-06-18,2021-04-16,3800
13593,SIE  8500F1,SIEMENS,Europea,SIE,Call,0,0,0,85,0,100,EUR,"60,99","55,03",2021-06-18,2021-04-16,3800
13594,BMW  8500F1,BMW,Europea,BMW,Call,0,0,0,85,0,100,EUR,"5,45","4,92",2021-06-18,2021-04-16,3800
13595,BMW  8600R1,BMW,Europea,BMW,Put,0,0,0,86,0,100,EUR,"3,79","4,29",2021-06-18,2021-04-16,3800
13596,DAI  8600R1,DAIMLER AG,Europea,DAI,Put,0,0,0,86,0,100,EUR,"9,48","11,29",2021-06-18,2021-04-16,3800
13597,SIE  8600R1,SIEMENS,Europea,SIE,Put,0,0,0,86,0,100,EUR,"0,05","0,06",2021-06-18,2021-04-16,3800
13598,DAI  8600F1,DAIMLER AG,Europea,DAI,Call,0,0,0,86,0,100,EUR,"0,78","0,55",2021-06-18,2021-04-16,3800
13599,SIE  8600F1,SIEMENS,Europea,SIE,Call,0,0,0,86,0,100,EUR,"59,99","54,03",2021-06-18,2021-04-16,3800
13600,BMW  8600F1,BMW,Europea,BMW,Call,0,0,0,86,0,100,EUR,"4,83","4,36",2021-06-18,2021-04-16,3800
13601,BMW  8700F1,BMW,Europea,BMW,Call,0,0,0,87,0,100,EUR,"4,26","3,84",2021-06-18,2021-04-16,3800
13602,DAI  8700R1,DAIMLER AG,Europea,DAI,Put,0,0,0,87,0,100,EUR,"10,33","12,18",2021-06-18,2021-04-16,3800
13603,DAI  8700F1,DAIMLER AG,Europea,DAI,Call,0,0,0,87,0,100,EUR,"0,63","0,46",2021-06-18,2021-04-16,3800
13604,BMW  8700R1,BMW,Europea,BMW,Put,0,0,0,87,0,100,EUR,"4,29","4,81",2021-06-18,2021-04-16,3800
13605,SIE  8800F1,SIEMENS,Europea,SIE,Call,0,0,0,88,0,100,EUR,"57,99","52,04",2021-06-18,2021-04-16,3800
13606,SAP  8800F1,SAP,Europea,SAP,Call,0,0,0,88,0,100,EUR,"28,29","27,77",2021-06-18,2021-04-16,3800
13607,BAY  8800F1,BAYER,Europea,BAY,Call,0,0,0,88,0,100,EUR,"0,01","0,01",2021-06-18,2021-04-16,3800
13608,SIE  8800R1,SIEMENS,Europea,SIE,Put,0,0,0,88,0,100,EUR,"0,06","0,07",2021-06-18,2021-04-16,3800
13609,SAP  8800R1,SAP,Europea,SAP,Put,0,0,0,88,0,100,EUR,"0,34","0,38",2021-06-18,2021-04-16,3800
13610,BAY  8800R1,BAYER,Europea,BAY,Put,0,0,0,88,0,100,EUR,"35,84","36,96",2021-06-18,2021-04-16,3800
13611,BAS  8800F1,BASF,Europea,BAS,Call,0,0,0,88,0,100,EUR,"0,01","0,01",2021-06-18,2021-04-16,3800
13612,BAS  8800R1,BASF,Europea,BAS,Put,0,0,0,88,0,100,EUR,"18,45","19,87",2021-06-18,2021-04-16,3800
13613,BMW  8800F1,BMW,Europea,BMW,Call,0,0,0,88,0,100,EUR,"3,74","3,35",2021-06-18,2021-04-16,3800
13614,BMW  8800R1,BMW,Europea,BMW,Put,0,0,0,88,0,100,EUR,"4,82","5,38",2021-06-18,2021-04-16,3800
13615,DAI  8800F1,DAIMLER AG,Europea,DAI,Call,0,0,0,88,0,100,EUR,"0,51","0,37",2021-06-18,2021-04-16,3800
13616,DAI  8800R1,DAIMLER AG,Europea,DAI,Put,0,0,0,88,0,100,EUR,"11,21","13,1",2021-06-18,2021-04-16,3800
13617,BMW  8900F1,BMW,Europea,BMW,Call,0,0,0,89,0,100,EUR,"3,26","2,92",2021-06-18,2021-04-16,3800
13618,BMW  8900R1,BMW,Europea,BMW,Put,0,0,0,89,0,100,EUR,"5,39","6,01",2021-06-18,2021-04-16,3800
13619,DAI  8900F1,DAIMLER AG,Europea,DAI,Call,0,0,0,89,0,100,EUR,"0,42","0,31",2021-06-18,2021-04-16,3800
13620,SAP  8900F1,SAP,Europea,SAP,Call,0,0,0,89,0,100,EUR,"27,3","26,77",2021-06-18,2021-04-16,3800
13621,SAP  8900R1,SAP,Europea,SAP,Put,0,0,0,89,0,100,EUR,"0,35","0,39",2021-06-18,2021-04-16,3800
13622,DAI  8900R1,DAIMLER AG,Europea,DAI,Put,0,0,0,89,0,100,EUR,"12,11","14,03",2021-06-18,2021-04-16,3800
13623,BMW  9000F1,BMW,Europea,BMW,Call,0,0,0,90,0,100,EUR,"2,85","2,56",2021-06-18,2021-04-16,3800
13624,BMW  9000R1,BMW,Europea,BMW,Put,0,0,0,90,0,100,EUR,"6,03","6,67",2021-06-18,2021-04-16,3800
13625,DAI  9000R1,DAIMLER AG,Europea,DAI,Put,0,0,0,90,0,100,EUR,"13,04","14,98",2021-06-18,2021-04-16,3800
13626,BAY  9000F1,BAYER,Europea,BAY,Call,0,0,0,90,0,100,EUR,"0,01","0,01",2021-06-18,2021-04-16,3800
13627,SIE  9000R1,SIEMENS,Europea,SIE,Put,0,0,0,90,0,100,EUR,"0,06","0,08",2021-06-18,2021-04-16,3800
13628,DAI  9000F1,DAIMLER AG,Europea,DAI,Call,0,0,0,90,0,100,EUR,"0,34","0,25",2021-06-18,2021-04-16,3800
13629,SIE  9000F1,SIEMENS,Europea,SIE,Call,0,0,0,90,0,100,EUR,"55,99","50,04",2021-06-18,2021-04-16,3800
13630,SAP  9000F1,SAP,Europea,SAP,Call,0,0,0,90,0,100,EUR,"26,3","25,78",2021-06-18,2021-04-16,3800
13631,SAP  9000R1,SAP,Europea,SAP,Put,0,0,0,90,0,100,EUR,"0,36","0,41",2021-06-18,2021-04-16,3800
13632,BAY  9000R1,BAYER,Europea,BAY,Put,0,0,0,90,0,100,EUR,"37,84","38,96",2021-06-18,2021-04-16,3800
13633,BMW  9100F1,BMW,Europea,BMW,Call,0,0,0,91,0,100,EUR,"2,48","2,22",2021-06-18,2021-04-16,3800
13634,SAP  9100F1,SAP,Europea,SAP,Call,0,0,0,91,0,100,EUR,"25,31","24,79",2021-06-18,2021-04-16,3800
13635,DAI  9100F1,DAIMLER AG,Europea,DAI,Call,0,0,0,91,0,100,EUR,"0,27","0,2",2021-06-18,2021-04-16,3800
13636,SAP  9100R1,SAP,Europea,SAP,Put,0,0,0,91,0,100,EUR,"0,38","0,43",2021-06-18,2021-04-16,3800
13637,BMW  9100R1,BMW,Europea,BMW,Put,0,0,0,91,0,100,EUR,"6,68","7,36",2021-06-18,2021-04-16,3800
13638,DAI  9100R1,DAIMLER AG,Europea,DAI,Put,0,0,0,91,0,100,EUR,"13,97","15,93",2021-06-18,2021-04-16,3800
13639,VO3  9200F1,VOLKSWAGEN PREF,Europea,VO3,Call,0,0,0,92,0,100,EUR,"153,09","146,27",2021-06-18,2021-04-16,3800
13640,SIE  9200R1,SIEMENS,Europea,SIE,Put,0,0,0,92,0,100,EUR,"0,07","0,08",2021-06-18,2021-04-16,3800
13641,MUV2 9200F1,MUNICH RE,Europea,MUV,Call,0,0,0,92,0,100,EUR,"166,9","167,5",2021-06-18,2021-04-16,3800
13642,BAY  9200F1,BAYER,Europea,BAY,Call,0,0,0,92,0,100,EUR,"0,01","0,01",2021-06-18,2021-04-16,3800
13643,DB1  9200F1,DEUTSCHE BOERSE,Europea,DB1,Call,0,0,0,92,0,100,EUR,"55,6","56,46",2021-06-18,2021-04-16,3800
13644,BMW  9200F1,BMW,Europea,BMW,Call,0,0,0,92,0,100,EUR,"2,14","1,92",2021-06-18,2021-04-16,3800
13645,DAI  9200F1,DAIMLER AG,Europea,DAI,Call,0,0,0,92,0,100,EUR,"0,22","0,17",2021-06-18,2021-04-16,3800
13646,DAI  9200R1,DAIMLER AG,Europea,DAI,Put,0,0,0,92,0,100,EUR,"14,92","16,89",2021-06-18,2021-04-16,3800
13647,VO3  9200R1,VOLKSWAGEN PREF,Europea,VO3,Put,0,0,0,92,0,100,EUR,"0,07","0,06",2021-06-18,2021-04-16,3800
13648,MUV2 9200R1,MUNICH RE,Europea,MUV,Put,0,0,0,92,0,100,EUR,"0,03","0,08",2021-06-18,2021-04-16,3800
13649,SAP  9200R1,SAP,Europea,SAP,Put,0,0,0,92,0,100,EUR,"0,4","0,45",2021-06-18,2021-04-16,3800
13650,BMW  9200R1,BMW,Europea,BMW,Put,0,0,0,92,0,100,EUR,"7,38","8,09",2021-06-18,2021-04-16,3800
13651,DB1  9200R1,DEUTSCHE BOERSE,Europea,DB1,Put,0,0,0,92,0,100,EUR,"0,05","0,05",2021-06-18,2021-04-16,3800
13652,ALV  9200R1,ALLIANZ,Europea,ALV,Put,0,0,0,92,0,100,EUR,"0,12","0,13",2021-06-18,2021-04-16,3800
13653,BAS  9200R1,BASF,Europea,BAS,Put,0,0,0,92,0,100,EUR,"22,45","23,87",2021-06-18,2021-04-16,3800
13654,ADS  9200R1,ADIDAS,Europea,ADS,Put,0,0,0,92,0,100,EUR,"0,01","0,01",2021-06-18,2021-04-16,3800
13655,BAY  9200R1,BAYER,Europea,BAY,Put,0,0,0,92,0,100,EUR,"39,84","40,96",2021-06-18,2021-04-16,3800
13656,FRE  9200R1,FRESENIUS SE CO KGAA,Europea,FRE,Put,0,0,0,92,0,100,EUR,"51,45","51,45",2021-06-18,2021-04-16,3800
13657,SIE  9200F1,SIEMENS,Europea,SIE,Call,0,0,0,92,0,100,EUR,54,"48,05",2021-06-18,2021-04-16,3800
13658,BAS  9200F1,BASF,Europea,BAS,Call,0,0,0,92,0,100,EUR,"0,01","0,01",2021-06-18,2021-04-16,3800
13659,ADS  9200F1,ADIDAS,Europea,ADS,Call,0,0,0,92,0,100,EUR,"169,7","169,7",2021-06-18,2021-04-16,3800
13660,FRE  9200F1,FRESENIUS SE CO KGAA,Europea,FRE,Call,0,0,0,92,0,100,EUR,"0,01","0,01",2021-06-18,2021-04-16,3800
13661,ALV  9200F1,ALLIANZ,Europea,ALV,Call,0,0,0,92,0,100,EUR,"126,75","123,45",2021-06-18,2021-04-16,3800
13662,SAP  9200F1,SAP,Europea,SAP,Call,0,0,0,92,0,100,EUR,"24,31","23,8",2021-06-18,2021-04-16,3800
13663,BMW  9300F1,BMW,Europea,BMW,Call,0,0,0,93,0,100,EUR,"1,86","1,68",2021-06-18,2021-04-16,3800
13664,SAP  9300F1,SAP,Europea,SAP,Call,0,0,0,93,0,100,EUR,"23,32","22,81",2021-06-18,2021-04-16,3800
13665,DAI  9300F1,DAIMLER AG,Europea,DAI,Call,0,0,0,93,0,100,EUR,"0,18","0,13",2021-06-18,2021-04-16,3800
13666,SAP  9300R1,SAP,Europea,SAP,Put,0,0,0,93,0,100,EUR,"0,42","0,48",2021-06-18,2021-04-16,3800
13667,BMW  9300R1,BMW,Europea,BMW,Put,0,0,0,93,0,100,EUR,"8,13","8,87",2021-06-18,2021-04-16,3800
13668,DAI  9300R1,DAIMLER AG,Europea,DAI,Put,0,0,0,93,0,100,EUR,"15,88","17,87",2021-06-18,2021-04-16,3800
13669,BMW  9400F1,BMW,Europea,BMW,Call,0,0,0,94,0,100,EUR,"1,62","1,46",2021-06-18,2021-04-16,3800
13670,SAP  9400F1,SAP,Europea,SAP,Call,0,0,0,94,0,100,EUR,"22,33","21,82",2021-06-18,2021-04-16,3800
13671,DAI  9400F1,DAIMLER AG,Europea,DAI,Call,0,0,0,94,0,100,EUR,"0,14","0,11",2021-06-18,2021-04-16,3800
13672,SAP  9400R1,SAP,Europea,SAP,Put,0,0,0,94,0,100,EUR,"0,45","0,51",2021-06-18,2021-04-16,3800
13673,BMW  9400R1,BMW,Europea,BMW,Put,0,0,0,94,0,100,EUR,"8,9","9,66",2021-06-18,2021-04-16,3800
13674,DAI  9400R1,DAIMLER AG,Europea,DAI,Put,0,0,0,94,0,100,EUR,"16,84","18,85",2021-06-18,2021-04-16,3800
13675,SAP  9500F1,SAP,Europea,SAP,Call,0,0,0,95,0,100,EUR,"21,34","20,83",2021-06-18,2021-04-16,3800
13676,DAI  9500R1,DAIMLER AG,Europea,DAI,Put,0,0,0,95,0,100,EUR,"17,82","19,83",2021-06-18,2021-04-16,3800
13677,DAI  9500F1,DAIMLER AG,Europea,DAI,Call,0,0,0,95,0,100,EUR,"0,12","0,09",2021-06-18,2021-04-16,3800
13678,SAP  9500R1,SAP,Europea,SAP,Put,0,0,0,95,0,100,EUR,"0,48","0,54",2021-06-18,2021-04-16,3800
13679,BMW  9500R1,BMW,Europea,BMW,Put,0,0,0,95,0,100,EUR,"9,69","10,48",2021-06-18,2021-04-16,3800
13680,BMW  9500F1,BMW,Europea,BMW,Call,0,0,0,95,0,100,EUR,"1,39","1,26",2021-06-18,2021-04-16,3800
13681,DAI  9600R1,DAIMLER AG,Europea,DAI,Put,0,0,0,96,0,100,EUR,"18,8","20,81",2021-06-18,2021-04-16,3800
13682,VO3  9600F1,VOLKSWAGEN PREF,Europea,VO3,Call,0,0,0,96,0,100,EUR,"149,1","142,28",2021-06-18,2021-04-16,3800
13683,SAP  9600F1,SAP,Europea,SAP,Call,0,0,0,96,0,100,EUR,"20,36","19,85",2021-06-18,2021-04-16,3800
13684,VO3  9600R1,VOLKSWAGEN PREF,Europea,VO3,Put,0,0,0,96,0,100,EUR,"0,09","0,07",2021-06-18,2021-04-16,3800
13685,SAP  9600R1,SAP,Europea,SAP,Put,0,0,0,96,0,100,EUR,"0,51","0,58",2021-06-18,2021-04-16,3800
13686,DAI  9600F1,DAIMLER AG,Europea,DAI,Call,0,0,0,96,0,100,EUR,"0,09","0,08",2021-06-18,2021-04-16,3800
13687,SIE  9600R1,SIEMENS,Europea,SIE,Put,0,0,0,96,0,100,EUR,"0,08","0,1",2021-06-18,2021-04-16,3800
13688,BAS  9600F1,BASF,Europea,BAS,Call,0,0,0,96,0,100,EUR,"0,01","0,01",2021-06-18,2021-04-16,3800
13689,BAS  9600R1,BASF,Europea,BAS,Put,0,0,0,96,0,100,EUR,"26,45","27,87",2021-06-18,2021-04-16,3800
13690,DB1  9600F1,DEUTSCHE BOERSE,Europea,DB1,Call,0,0,0,96,0,100,EUR,"51,6","52,46",2021-06-18,2021-04-16,3800
13691,DB1  9600R1,DEUTSCHE BOERSE,Europea,DB1,Put,0,0,0,96,0,100,EUR,"0,06","0,06",2021-06-18,2021-04-16,3800
13692,BMW  9600F1,BMW,Europea,BMW,Call,0,0,0,96,0,100,EUR,"1,2","1,11",2021-06-18,2021-04-16,3800
13693,BMW  9600R1,BMW,Europea,BMW,Put,0,0,0,96,0,100,EUR,"10,51","11,34",2021-06-18,2021-04-16,3800
13694,SIE  9600F1,SIEMENS,Europea,SIE,Call,0,0,0,96,0,100,EUR,50,"44,06",2021-06-18,2021-04-16,3800
13695,SAP  9700F1,SAP,Europea,SAP,Call,0,0,0,97,0,100,EUR,"19,38","18,87",2021-06-18,2021-04-16,3800
13696,DAI  9700R1,DAIMLER AG,Europea,DAI,Put,0,0,0,97,0,100,EUR,"19,78","21,8",2021-06-18,2021-04-16,3800
13697,DAI  9700F1,DAIMLER AG,Europea,DAI,Call,0,0,0,97,0,100,EUR,"0,08","0,07",2021-06-18,2021-04-16,3800
13698,SAP  9700R1,SAP,Europea,SAP,Put,0,0,0,97,0,100,EUR,"0,56","0,63",2021-06-18,2021-04-16,3800
13699,BMW  9700R1,BMW,Europea,BMW,Put,0,0,0,97,0,100,EUR,"11,38","12,21",2021-06-18,2021-04-16,3800
13700,BMW  9700F1,BMW,Europea,BMW,Call,0,0,0,97,0,100,EUR,"1,07","0,97",2021-06-18,2021-04-16,3800
13701,SAP  9800F1,SAP,Europea,SAP,Call,0,0,0,98,0,100,EUR,"18,4","17,91",2021-06-18,2021-04-16,3800
13702,BMW  9800F1,BMW,Europea,BMW,Call,0,0,0,98,0,100,EUR,"0,93","0,84",2021-06-18,2021-04-16,3800
13703,SAP  9800R1,SAP,Europea,SAP,Put,0,0,0,98,0,100,EUR,"0,61","0,68",2021-06-18,2021-04-16,3800
13704,BMW  9800R1,BMW,Europea,BMW,Put,0,0,0,98,0,100,EUR,"12,25","13,09",2021-06-18,2021-04-16,3800
13705,SAP  9900F1,SAP,Europea,SAP,Call,0,0,0,99,0,100,EUR,"17,42","16,94",2021-06-18,2021-04-16,3800
